,Common_Name,Family,USDA_hardiness,Known_Hazards,Habitats,Range,Edibility_Rating,Other_Uses,Weed_Potential,Medicinal_Rating,species,Care,ID,URL,common_name,edibility,Uses,Endangered,Invasive,lookslike,picslist,leaf,flower,fruit,twig,bark,form,family,genus,symbol,range,07_Class,08_Subclass,09_Order,10_Family,11_Genus,12_Species,13_Variety,14_Variety,tsn,08_Superorder,15_Variety,16_Variety,17_Variety,18_Variety,19_Variety,01_Species,13_Subspecies,14_Subspecies,01_Variety,15_Subspecies,01_Subspecies,16_Subspecies,17_Subspecies,18_Subspecies
353,,,,,,,,,,,Ulmus rubra,,353,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=42,slippery elm,,,,,"[['American elm', 'factsheet.cfm?ID=41'], ['winged elm', 'factsheet.cfm?ID=181'], ['cedar elm', 'factsheet.cfm?ID=912'], ['field elm', 'factsheet.cfm?ID=922']]","['../images/Ulmus rubra/latin.wav', '../images/Ulmus rubra/leaf1.jpg', '../images/Ulmus rubra/flower1.jpg', '../images/Ulmus rubra/fruit1.jpg', '../images/Ulmus rubra/twig1.jpg', '../images/Ulmus rubra/bark1.jpg', '../images/Ulmus rubra/form1.jpg', '../images/Ulmus rubra/map.jpg', '../images/Ulmus rubra/map.pdf', '../images/Ulmus rubra/fall.jpg', '../images/Ulmus rubra/wood.jpg']","Alternate, simple, ovate to oblong, 4 to 6 inches long, 2 to 3 inches wide, margin coarsely and sharply doubly serrated, base conspicuously inequilateral; dark green above and very scabrous, paler and slightly scabrous or hairy beneath.","Species is monoecious; small, light green, in tight clusters of 3 to 5, appearing in early spring before leaves open.","Round, papery samara, 3/4 to 1 inch across, margin and surface of wing smooth; surface of seed cavity pubescent, ripen in late spring.","Often stouter than American elm, slightly zigzag, ashy gray to brownish-gray (often mottled), scabrous; false terminal bud, lateral buds dark, chestnut brown to nearly black; buds may be rusty-hairy, twigs mucilaginous when chewed.","Dark reddish brown, does not show buff-colored patches or streaks when sectioned; bark fissures not as diamond-shaped as American elm; inner bark mucilaginous.","Medium sized tree to 80 feet, trunk usually free of branches for a greater length than American elm, branches also less drooping.",Ulmaceae,Ulmus,ULRU,Ulmus rubra is native to North America. Range may be expanded by planting.,Magnoliopsida,,Rosales,Ulmaceae,Ulmus,Ulmus rubra,,,19050.0,Rosanae,,,,,,,,,,,,,,
354,,,,,,,,,,,Vaccinium arboreum,,354,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=265,sparkleberry,,,,,"[[""Elliott's blueberry"", 'factsheet.cfm?ID=810'], ['highbush blueberry', 'factsheet.cfm?ID=583'], ['deerberry', 'factsheet.cfm?ID=584'], ['huckleberry', 'factsheet.cfm?ID=515']]","['../images/Vaccinium arboreum/latin.wav', '../images/Vaccinium arboreum/leaf1.jpg', '../images/Vaccinium arboreum/flower1.jpg', '../images/Vaccinium arboreum/fruit1.jpg', '../images/Vaccinium arboreum/twig1.jpg', '../images/Vaccinium arboreum/bark1.jpg', '../images/Vaccinium arboreum/form1.jpg', '../images/Vaccinium arboreum/map.jpg', '../images/Vaccinium arboreum/map.pdf', '../images/Vaccinium arboreum/fall.jpg']","Alternate, simple, entire or finely serrated margin, oval to oblong, 1 to 2 1/2 inches long, leathery, nearly evergreen, very shiny green above, dull and paler below.","Small (1/3 inch), white, bell-shaped, occur in small clusters, appearing in mid-spring.","Round, dry berry (1/4 inch diameter), shiny black when ripe in fall.","Slender, zigzag, red or green turning grayish brown, small leaf scar with one bundle scar, maybe scruffy fuzzy.","Shreddy and patchy with reds, browns and grays present.",Large shrub or small tree that can reach 30 feet tall.,Ericaceae,Vaccinium,VAAR,Vaccinium arboreum is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium arboreum,,,23580.0,Asteranae,,,,,,,,,,,,,,
355,,,,,,,,,,,Vaccinium corymbosum,,355,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=583,highbush blueberry,edible,,,,"[['sparkleberry', 'factsheet.cfm?ID=265'], [""Elliott's blueberry"", 'factsheet.cfm?ID=810'], ['deerberry', 'factsheet.cfm?ID=584'], ['huckleberry', 'factsheet.cfm?ID=515']]","['../images/Vaccinium corymbosum/latin.wav', '../images/Vaccinium corymbosum/leaf1.jpg', '../images/Vaccinium corymbosum/flower1.jpg', '../images/Vaccinium corymbosum/fruit1.jpg', '../images/Vaccinium corymbosum/twig1.jpg', '../images/Vaccinium corymbosum/bark1.jpg', '../images/Vaccinium corymbosum/form1.jpg', '../images/Vaccinium corymbosum/map.jpg', '../images/Vaccinium corymbosum/map.pdf']","Alternate, simple, deciduous, elliptical, 1 to 2 1/2 inches long, entire or serrated margins, green above, green or sometimes pubescent and paler below.","Small, white, bell-shaped, in clusters (corymbs), appearing in spring with the leaves.","Small (1/3 inch), dark blue berry ripens in mid to late summer.","Slender, zigzag, green and red; vegetative buds are small, red and pointed; flower buds are considerably larger and round.","Gray-brown to reddish brown, very shreddy.",An upright shrub typically with several main stems and an open crown reaching up to 10 feet tall.,Ericaceae,Vaccinium,VACO,Vaccinium corymbosum is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium corymbosum,,,23573.0,Asteranae,,,,,,,,,,,,,,
356,,,,,,,,,,,Vaccinium elliottii,,356,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=810,Elliott's blueberry,edible,,,,"[['sparkleberry', 'factsheet.cfm?ID=265'], ['highbush blueberry', 'factsheet.cfm?ID=583'], ['deerberry', 'factsheet.cfm?ID=584'], ['huckleberry', 'factsheet.cfm?ID=515']]","['../images/Vaccinium elliottii/latin.wav', '../images/Vaccinium elliottii/leaf1.jpg', '../images/Vaccinium elliottii/flower1.jpg', '../images/Vaccinium elliottii/fruit1.jpg', '../images/Vaccinium elliottii/twig1.jpg', '../images/Vaccinium elliottii/bark1.jpg', '../images/Vaccinium elliottii/form1.jpg', '../images/Vaccinium elliottii/map.jpg', '../images/Vaccinium elliottii/map.pdf']","Alternate, simple, deciduous (may be tardily), elliptical, up to 1 1/2 inches long and usually under 1 inch wide, entire or serrated margins, shiny green above and below and somewhat thickened.","Small, white to pink, elongated bell-shaped, in clusters of 3-5, appearing in spring with or just before the leaves.","Small (1/3 inch), black berry ripens by mid-summer.","Slender, zigzag, usually green (may be reddish) and somewhat pubescent; vegetative buds are small, red and pointed; flower buds are considerably larger and round.","Reddish brown, very shreddy.",An upright shrub typically with several main stems and an open crown reaching up to 9 feet tall.,Ericaceae,Vaccinium,VAEL,Vaccinium elliottii is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium elliottii,,,23592.0,Asteranae,,,,,,,,,,,,,,
357,,,,,,,,,,,Vaccinium macrocarpon,,357,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=694,cranberry,edible,,,,"[['small cranberry', 'factsheet.cfm?ID=934'], ['lingonberry', 'factsheet.cfm?ID=699'], ['kinnikinick', 'factsheet.cfm?ID=421']]","['../images/Vaccinium macrocarpon/latin.wav', '../images/Vaccinium macrocarpon/leaf1.jpg', '../images/Vaccinium macrocarpon/flower1.jpg', '../images/Vaccinium macrocarpon/fruit1.jpg', '../images/Vaccinium macrocarpon/twig1.jpg', '../images/Vaccinium macrocarpon/bark1.jpg', '../images/Vaccinium macrocarpon/form1.jpg', '../images/Vaccinium macrocarpon/map.jpg', '../images/Vaccinium macrocarpon/map.pdf']","Alternate, simple, oval, blunt tip, 1/4 to 1/2 inch long, entire margins maybe slightly rolled under, shiny green above, dull paler below.","Pinkish white, hanging downward, 4 petals strongly curving backwards, usually single but maybe in a small cluster, appearing in mid to late summer.","Large, round berry, 1/2 to 3/4 of an inch across, hang from a slender stem 1 to 1 1/2 inch long, bright red when ripe in early fall, persist through the winter.","Very slender and flexible, golden brown, nearly vine-like, densely covered with leaves.","Thin, golden brown to gray-brown, may develop a few fine splits and cracks.","A creeping, prostrate sprawling shrub up to 1 to 2 feet tall.",Ericaceae,Vaccinium,VAMA,Vaccinium macrocarpon is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium macrocarpon,,,23599.0,Asteranae,,,,,,,,,,,,,,
358,,,,,,,,,,,Vaccinium myrtilloides,,358,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=1041,velvet-leaf blueberry,edible,,,,"[['big huckleberry', 'factsheet.cfm?ID=460'], ['bilberry', 'factsheet.cfm?ID=1042'], ['ovalleaf huckleberry', 'factsheet.cfm?ID=582'], ['Cascade bilberry', 'factsheet.cfm?ID=1040']]","['../images/Vaccinium myrtilloides/latin.wav', '../images/Vaccinium myrtilloides/leaf1.jpg', '../images/Vaccinium myrtilloides/map.jpg', '../images/Vaccinium myrtilloides/map.pdf']","Alternate, simple, deciduous, elliptical, ovate, or obovate, to 2 inches long base is wedge-shaped; margins finely toothed (often only on upper 2/3 of blade); green above, paler and pubescent below, red to purple in the fall.","Perfect, small (1/4 inch long); solitary; nodding; pinkish; corolla fused and nearly round; borne singly in leaf axils; appear in late spring.","Small (1/4 to 1/2 inch diameter) blue berries, with waxy bloom; ripen in late summer, delicious.","Red-brown to green-brown or gray-brown, densely hairy.","Smooth, green to green-red, usually remains green to the ground.",A low shrub to 1 1/2 feet tall; may form dense thickets.,Ericaceae,Vaccinium,VAMY,Vaccinium myrtilloides is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium myrtilloides,,,23604.0,Asteranae,,,,,,,,,,,,,,
359,,,,,,,,,,,Vaccinium oxycoccos,,359,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=934,small cranberry,edible,,,,"[['cranberry', 'factsheet.cfm?ID=694'], ['lingonberry', 'factsheet.cfm?ID=699'], ['kinnikinick', 'factsheet.cfm?ID=421']]","['../images/Vaccinium oxycoccos/latin.wav', '../images/Vaccinium oxycoccos/leaf1.jpg', '../images/Vaccinium oxycoccos/fruit1.jpg', '../images/Vaccinium oxycoccos/twig1.jpg', '../images/Vaccinium oxycoccos/bark1.jpg', '../images/Vaccinium oxycoccos/form1.jpg', '../images/Vaccinium oxycoccos/map.jpg', '../images/Vaccinium oxycoccos/map.pdf']","Alternate, simple, oval, pointed tip, 1/4 to 3/8 inch long, entire margins strongly rolled under, shiny green above, paler nearly white below.","Pink to red, hanging downward, 4 petals strongly curving backwards, usually single but maybe in a small cluster, appearing in early to mid-summer.","Round berry, 1/2 of an inch across, hang from a slender stem 1 to 1 1/2 inch long, bright red when ripe in early fall, persist through the winter.","Very slender and flexible, golden brown, nearly vine-like, densely covered with tiny leaves.","Thin, golden brown to gray-brown, may develop a few fine splits and cracks.","A creeping, prostrate sprawling shrub up to 18 inches tall.",Ericaceae,Vaccinium,VAOX,Vaccinium oxycoccos is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium oxycoccos,,,505635.0,Asteranae,,,,,,,,,,,,,,
360,,,,,,,,,,,Vaccinium pallidum,,360,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=92,lowbush blueberry,edible,,,,"[['highbush blueberry', 'factsheet.cfm?ID=583'], ['huckleberry', 'factsheet.cfm?ID=515'], ['deerberry', 'factsheet.cfm?ID=584'], ['sparkleberry', 'factsheet.cfm?ID=265']]","['../images/Vaccinium pallidum/latin.wav', '../images/Vaccinium pallidum/leaf1.jpg', '../images/Vaccinium pallidum/flower1.jpg', '../images/Vaccinium pallidum/fruit1.jpg', '../images/Vaccinium pallidum/twig1.jpg', '../images/Vaccinium pallidum/bark1.jpg', '../images/Vaccinium pallidum/form1.jpg', '../images/Vaccinium pallidum/map.jpg', '../images/Vaccinium pallidum/map.pdf', '../images/Vaccinium pallidum/fall.jpg']","Alternate, simple, elliptical and borne on a short petiole, 1 to 2 inches long, very finely serrated or ciliated margins (nearly entire), dull green above, pale almost white beneath.","Species is monoecious; showy but small, white and bell-shaped, occur in tight, hanging clusters in mid-spring.","Small, blue-black berry usually with white bloom, containing many small seeds.","Slender, zigzag, green (some red), very finely gray fuzzy when new, with a continuous small pith; leaf scars are small with one bundle trace; buds are red and very small, and the end bud is lacking.","Smooth, green to green-red, usually remains green to the ground.",Stoloniferous small shrub reaching up to two to three feet tall.,Ericaceae,Vaccinium,VAPA4,Vaccinium pallidum is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium pallidum,,,23610.0,Asteranae,,,,,,,,,,,,,,
361,,,,,,,,,,,Vaccinium stamineum,,361,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=584,deerberry,edible,,,,"[['highbush blueberry', 'factsheet.cfm?ID=583'], ['lowbush blueberry', 'factsheet.cfm?ID=92'], ['sparkleberry', 'factsheet.cfm?ID=265'], ['huckleberry', 'factsheet.cfm?ID=515']]","['../images/Vaccinium stamineum/latin.wav', '../images/Vaccinium stamineum/leaf1.jpg', '../images/Vaccinium stamineum/flower1.jpg', '../images/Vaccinium stamineum/fruit1.jpg', '../images/Vaccinium stamineum/twig1.jpg', '../images/Vaccinium stamineum/bark1.jpg', '../images/Vaccinium stamineum/form1.jpg', '../images/Vaccinium stamineum/map.jpg', '../images/Vaccinium stamineum/map.pdf', '../images/Vaccinium stamineum/fall.jpg']","Alternate, simple, elliptical, entire, 1 to 3 inches long, green above and white, pubescent beneath.","Small (1/4 inch), white, bell-shaped with 5 lobes, yellowish stamens extend past petals in axillary clusters, appearing in spring.","Small, purplish-black (may stay greenish) berries with a white bloom, edible but not always sweet, ripens in mid to late summer.","Slender, zigzag, green and red turning light brown; buds small and pointed.","Gray-brown to reddish brown, finely shreddy.",Upright small to medium sized shrub up to 10 feet tall with an open spreading crown with twisted branches.,Ericaceae,Vaccinium,VAST,Vaccinium stamineum is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Vaccinium,Vaccinium stamineum,,,23615.0,Asteranae,,,,,,,,,,,,,,
362,,,,,,,,,,,Vachellia constricta,,362,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=614,whitethorn acacia,,,,,"[['desertfern', 'factsheet.cfm?ID=887'], ['catclaw acacia', 'factsheet.cfm?ID=476'], ['guajillo', 'factsheet.cfm?ID=613'], ['catclaw mimosa', 'factsheet.cfm?ID=620']]","['../images/Vachellia constricta/latin.wav', '../images/Vachellia constricta/leaf1.jpg', '../images/Vachellia constricta/fruit1.jpg', '../images/Vachellia constricta/twig1.jpg', '../images/Vachellia constricta/bark1.jpg', '../images/Vachellia constricta/form1.jpg', '../images/Vachellia constricta/map.jpg', '../images/Vachellia constricta/map.pdf']","Alternate, semi-evergreen, bipinnately compound, 2 to 4 inches long, with 4 to 6 pairs of major leaflets and 8 to 12 pairs of minor, very finely divided leaflets, green to grayish green.","Species is monoecious; many small, yellow, in a tight round cluster (balls), 1/2 inch across on a 2 to 3 inch long stalk, fragrant, appearing in spring and sporadically throughout the summer.","A slender, reddish brown legume (2 to 5 inches long), constricted between seeds, flattened elliptical seeds inside.","Slender, slightly zigzag, reddish brown, speckled with light colored lenticels, a pair of straight, nearly white spines (1/4 to over 1 inch long) at the base of each leaf, twigs from older plants may entirely lack thorns or have smaller ones; buds sunken in leaf scar.","Initially smooth and reddish brown to gray-brown, turning brown to gray-brown and becoming furrowed and scaly.","Upright, multi-branched, large, thicket forming shrub or a small tree up to 15 feet in height with a spreading crown.",Fabaceae,Vachellia,VACO9,Vachellia constricta is native to North America. Range may be expanded by planting.,Magnoliopsida,,Fabales,Fabaceae,Vachellia,Vachellia constricta,,,819938.0,Rosanae,,,,,,,,,,,,,,
363,,,,,,,,,,,Viburnum acerifolium,,363,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=91,mapleleaf viburnum,,,,,"[['highbush-cranberry', 'factsheet.cfm?ID=267'], ['arrowwood', 'factsheet.cfm?ID=357'], ['squashberry', 'factsheet.cfm?ID=1043'], ['red maple', 'factsheet.cfm?ID=1']]","['../images/Viburnum acerifolium/latin.wav', '../images/Viburnum acerifolium/leaf1.jpg', '../images/Viburnum acerifolium/flower1.jpg', '../images/Viburnum acerifolium/fruit1.jpg', '../images/Viburnum acerifolium/twig1.jpg', '../images/Viburnum acerifolium/bark1.jpg', '../images/Viburnum acerifolium/form1.jpg', '../images/Viburnum acerifolium/map.jpg', '../images/Viburnum acerifolium/map.pdf', '../images/Viburnum acerifolium/fall.jpg']","Opposite, simple, suborbicular in shape, 3 to 4 inches long, 3-lobed, coarsely dentate, palmately veined with veins sunken on upper surface giving the leaf a slightly wrinkled look, pubescent below and on the petiole, green above and paler below.","Species is monoecious; very small, white, appearing in flat topped clusters 1 1/2 to 3 inches across appearing in early summer.","Drupes, 1/4 inch in diameter, rounded, red turning purple to black when ripe, occur in flat topped clusters; maturing in fall.","Slender, velvety-gray; buds ovoid, stalked with 4 dark purple scales.","Smooth, grayish brown.",An upright suckering shrub that often grows in dense clumps and reaches up to 5 feet tall.,Caprifoliaceae,Viburnum,VIAC,Viburnum acerifolium is native to North America. Range may be expanded by planting.,Magnoliopsida,,Dipsacales,Adoxaceae,Viburnum,Viburnum acerifolium,,,35255.0,Asteranae,,,,,,,,,,,,,,
