ID,name,vapage,website,phone,address,region,descr,reglatlong,times,fees,amenities,trails,shipsto
155,New Kent Winery,https://www.virginiawine.org/wineries/new-kent-winery,http://NewKentWinery.com,804-932-8240,"8400 Old Church Road, New Kent, VA 23124",Hampton Roads,New Kent Winery is a family owned and operated winery located in the heart of the historic Virginia countryside.,"(37.5290527, -77.0748505)","['Mon: 11:00 AM - 6:00 PM', 'Tues: 11:00 AM - 6:00 PM', 'Wed: 11:00 AM - 6:00 PM', 'Thurs: 11:00 AM - 6:00 PM', 'Fri: 11:00 AM - 6:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 6:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Colonial: Virginia Wine Trail']",Tour Fee: $10.00,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Colonial Virginia Wine Trail', 'https://www.ColonialVirginiaWineTrail.com')]","['Alabama', 'Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Connecticut', 'Florida', 'Nebraska', 'Virginia']"
156,North Mountain Vineyard & Winery,https://www.virginiawine.org/wineries/north-mountain-vineyard-winery,http://www.northmountainvineyard.com,540-436-9463,"4374 Swartz Road, Maurertown, Virginia 22644",Shenandoah Valley,North Mountain Vineyard,"(38.9491052, -78.4789887)","Year round. Wed-Sun, 11am-5pm. Closed major holidays.",,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,
157,Notaviva Craft Fermentations,https://www.virginiawine.org/wineries/notaviva-craft-fermentations,http://www.NotavivaVineyards.com,540-668-6756,"13274 Sagle Road, Hillsboro, VA 20132",Northern Virginia,"Thank you for visiting Notaviva Craft Fermentations! The world's most original brewery & winery brand, each of our beverages is paired with a musical genre or lyrical inspiration. Our goal in the founding of our business is to capture the feelings that music can create and put it in our beers, wines and ciders. Be it joy or sadness, we endeavor to create craft beverages that will connect our patrons with their occasions. To that end, we shall name our beverages with appropriate musical terminology. From our ""Vincerò"" Viognier to our ""Cantabile"" Cabernet Franc to our ""Old Steeleye"" Nut Brown Ale to our ""Luquillo"" Session IPA, our beverages shall seek to convey a wide range of emotions to enhance the enjoyment of both the glass and the moment. Beer by the flight or pint, wine by the glass or bottle, mixed flights of both beer & wine available!  21+ only please, thanks for your understanding.","(39.251897, -77.7443)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: 1:00 PM - 6:00 PM', 'Thurs: 1:00 PM - 6:00 PM', 'Fri: 4:00 PM - 8:00 PM', 'Sat: 12:00 PM - 8:00 PM', 'Sun: 12:00 PM - 5:00 PM', 'Bu: s', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Tour Fee: Guided vineyard tours available by appointment - rates vary according to group size,"['Features', 'Bus/RV Parking', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]","['Florida', 'Virginia']"
158,October One Vineyard,https://www.virginiawine.org/wineries/october-one-vineyard,,,"30 Catoctin Cir SE, Leesburg, VA 20175",Northern Virginia,,"(39.107129, -77.5651847)",,,,,
159,Old Hill Cider,https://www.virginiawine.org/wineries/old-hill-cider,http://www.showaltersorchard.com/oldhillcider,540-896-7582,"17768 Honeyville Road, Timberville, VA 22853",Shenandoah Valley,"We look forward to welcoming you to our Orchard, Cidery, Farm Stay, and Event Venue. On our farm, we're raising our family, growing apples, pressing juice, fermenting hard ciders, and welcoming people with open arms, as has been the tradition for more than 50 years. Our experience with all things apple made our decision to become the Shenandoah Valley's first hard cidery a natural progression. 
Our portfolio of ciders runs the gamut from dry, wine-like styles to fruit-forward and fun sweeter ones. You'll typically find some seasonal varieties that are only available in our tasting room. Enjoy cider here and take some with you.","(38.667901, -78.797141)","['Mon: 11:00 AM - 6:00 PM', 'Tues: Closed', 'Wed: Closed', 'Thurs: 11:00 AM - 6:00 PM', 'Fri: 11:00 AM - 6:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 6:00 AM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Overnight: Stay', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Shenandoah: Valley Wine Trail']",,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Overnight Stay', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com')]","['Alaska', 'Arizona', 'Arkansas', 'Colorado', 'District of Columbia', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'New Mexico', 'New York', 'North Carolina', 'North Dakota', 'Ohio', 'Oklahoma', 'Oregon', 'Pennsylvania', 'South Carolina', 'Tennessee', 'Texas', 'Vermont', 'Virginia', 'West Virginia', 'Wisconsin', 'Wyoming']"
160,Old House Vineyards,https://www.virginiawine.org/wineries/old-house-vineyards,http://www.oldhousevineyards.com,540-423-1032,"18351 Corkys Lane, Culpeper, VA 22701",Northern Virginia,Old House Vineyards is a great example of how an impulse and passion can create something special The formerly overgrown alfalfa fields are now lush vineyards and the 1890's farmhouse has been restored to an inviting gathering place for wine tastings,"(38.4546356, -77.9130932)","['Mon: 1:00 PM -  6:00 PM', 'Tues: Closed - Closed', 'Wed: 1:00 PM -  6:00 PM', 'Thurs: 1:00 PM -  6:00 PM', 'Fri: 1:00 PM -  6:00 PM', 'Sat: 12:00 PM -  7:00 PM', 'Sun: 1:00 PM -  6:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop']",Tasting Fee: 8.00,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,"['California', 'Florida', 'Virginia']"
161,Otium Cellars,https://www.virginiawine.org/wineries/otium-cellars,http://www.otiumcellars.com,(540) 338-2027,"18050 Tranquility Rd., Purcellville, VA 20132",Northern Virginia,"Planted in 2007, the vineyard is home to several German varietals including Blaufränkisch, Dornfelder, and Grauburgunder. An exceptionally maintained and grown vineyard, qualities you will taste in the Otium wines.","(39.115333, -77.746539)","['Mon: 11:00 AM -  5:00 PM', 'Tues: Closed', 'Wed: Closed', 'Thurs: 11:00 AM -  5:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 11:00 AM - 8:00 PM', 'Sun: 11:00 AM -  6:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Tasting Fee: $15.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]",
162,Ox Eye Vineyards,https://www.virginiawine.org/wineries/ox-eye-vineyards,http://www.OxEyeVineyards.com,540-849-7926,"44 Middlebrook Avenue, Staunton, VA 24401",Shenandoah Valley,Ox-Eye Vineyards was the first vinifera vineyard in Augusta County.  We began planting vines in 1999 and have sold grapes to numerous wineries in Virginia since that time.  In 2010 we built our own winery.  In 2011 we opened our tasting room is in a restored historic building in the wharf district in downtown Staunton.   Come enjoy a glass of 100% estate grown wine on our outdoor covered patio or upstairs in our art gallery featuring a new Virginia artist every 90 days.,"(38.1469548, -79.0739723)",Monday-Thursday noon to 6 pm;  Friday noon to 7pm. Saturday 10am to 7pm  and Sunday noon to 5pm,Reserve Tasting Fee: $7.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']","[('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com')]",
163,Paradise Springs Winery,https://www.virginiawine.org/wineries/paradise-springs-winery,http://www.paradisespringswinery.com/,703-830-9463,"13219 Yates Ford Road, Clifton, Virginia 20124",Northern Virginia,"Located in the quaint country town of Clifton, Virginia and bordering Bull Run River, Paradise Springs Winery and Vineyard is the closest to Washington DC and the first in Fairfax County. Serving as the gateway to Virginia Wine Country, the property features an 1800’s log cabin, which was renovated in 1955 by a protégé of Frank Lloyd Wright. Tastings are available daily in our 3,000 square-foot tasting room one floor above our production facility. Wine dinners, tours and much more can be found at this intimate, family run, destination winery.","(38.7663782, -77.404886)","['Mon: 11:00 AM -  7:00 PM', 'Tues: 11:00 AM -  7:00 PM', 'Wed: 11:00 AM -  7:00 PM', 'Thurs: 11:00 AM -  7:00 PM', 'Fri: 11:00 AM -  9:00 PM', 'Sat: 11:00 AM -  7:00 PM', 'Sun: 11:00 AM -  7:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop']",Tour Fee: $25 advance purchase suggested,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,"['Alaska', 'Arizona', 'California', 'Colorado', 'Connecticut', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Michigan', 'Minnesota', 'Missouri', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Vermont', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
164,Peaks of Otter Winery,https://www.virginiawine.org/wineries/peaks-of-otter-winery,http://www.IwineU.com,540-586-3707,"2122 Sheep Creek Rd, Bedford, Virginia 24523",Virginia Mountains,"Our wines are reminiscent of ""Grandmas"" wines, those old fashioned wines made from a variety of fruits. A venture into vegetables using chili peppers, to make ""Kiss The Devil"" wine and blend with apple wine to make ""Chili Dawg"" wine, has been so successful that ""Chili Dawg"" is now a top selling wine.","(37.4000653, -79.6243743)","['Mon: 12:00 PM -  6:00 PM', 'Tues: 12:00 PM -  6:00 PM', 'Wed: 12:00 PM -  6:00 PM', 'Thurs: 12:00 PM -  6:00 PM', 'Fri: 12:00 PM -  6:00 PM', 'Sat: 12:00 PM -  6:00 PM', 'Sun: 12:00 PM -  6:00 PM', 'Child: Friendly', 'Overnight: Stay', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Bedford: County Wine Trail ']",Tasting Fee: 3 for Free - $5 for more & keep souvenir glass,"['Features', 'Child Friendly', 'Overnight Stay', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Bedford County Wine Trail', 'https://www.bedfordwinetrail.com\n')]","['Arizona', 'Arkansas', 'Colorado', 'Florida', 'Georgia', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Louisiana', 'Maine', 'Maryland', 'Minnesota', 'Missouri', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
165,Pearmund Cellars,https://www.virginiawine.org/wineries/pearmund-cellars,http://www.PearmundCellars.com,540-347-3475,"6190 Georgetown Road, Broad Run, VA 20137",Northern Virginia,"Voted by Peoples Choice as Virginia's Favorite Winery for 4 years!  Pearmund has 15 acres of 36 year old vines originally planted in 1976. Relax while taking in our beautiful views of our old vines with local cheeses, meats and a glass of the finest in your hands.  We feature our Old Vine Chardonnay but we also offer a myriad of great Pearmund Cellars wines. We look forward to meeting you at our winery and hearing your review of our wines first hand. Cheers!
• Best Business of the Week, VeryBestofVirginia.com
• Best Overall Winery in Virginia, Virginia Wine Lovers Magazine
• Best Small Business, Fauquier County Chamber of Commerce 
• Best Tasting Room in Virginia, Virginia Wine Lover Readers Choice
• Virginia Winery of the Year, New York International Wine Competition","(38.783418, -77.739009)","['Mon: 10:00 AM -  6:00 PM', 'Tues: 10:00 AM -  6:00 PM', 'Wed: 10:00 AM -  6:00 PM', 'Thurs: 10:00 AM -  6:00 PM', 'Fri: 10:00 AM -  6:00 PM', 'Sat: 10:00 AM -  6:00 PM', 'Sun: 10:00 AM -  6:00 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Fauquier: County Wine Trail', 'Tuski: e', 'Tween: Rivers Trail']",Tour Fee: $20.00,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/'), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/')]",
166,Philip Carter Winery,https://www.virginiawine.org/wineries/philip-carter-winery,http://www.pcwinery.com,540-364-1203,"4366 Stillhouse Road, Hume, VA 22639",Northern Virginia,"For three centuries, our family has made our way of life in the rolling landscapes of Fauquier County, Virginia. We have proudly served as stewards of the Virginia Piedmont, a unique and special place enriched with the cultural significance of sweeping historical importance. We invite you and your families to share these pastoral meadows, primordial forests, and gentle slopes lined with lush vineyards that we have called home for generations.","(38.856707, -77.992937)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 11:00 AM - 5:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 5:00 PM', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Reservation: Required', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Fauquier: County Wine Trail', 'The: General', 'Tween: Rivers Trail', 'Vintage: Piedmont ']",Tour Fee: $20.00,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Reservation Required', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), (""The General's Wine and History Trail"", 'https://www.thegeneralswinetrail.com '), ('Tween Rivers Trail', 'http://www.tweenriverstrail.com/'), ('Vintage Piedmont', 'http://vintagepiedmont.com/')]","['Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Delaware', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'Ohio', 'Oklahoma', 'Oregon', 'Tennessee', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
167,Pippin Hill Farm & Vineyards,https://www.virginiawine.org/wineries/pippin-hill-farm-vineyards,http://www.pippinhillfarm.com,434-202-8063," 5022 Plank Road, North Garden, VA 22959",Central Virginia,We are currently open for outdoor and indoor seating Tuesday-Sunday 11am-6pm. Reservations recommended via Resy. We are also continuing to offer Hillside Pickup for wine. Please visit our website pippinhillfarm.com to learn more about our Safety and Reservation Guidelines.,"(37.960776, -78.65969)","['Mon: Closed', 'Tues: 11:00 AM - 6:00 PM', 'Wed: 11:00 AM - 6:00 PM', 'Thurs: 11:00 AM - 6:00 PM', 'Fri: 11:00 AM - 6:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 6:00 PM', 'Food: Available: Light Fare', 'Food: Available: Restaurant', 'Pet: Friendly', 'Private: Parties', 'Reservation: Required', 'Tasting: Room', 'Weddings:  ', 'Jefferson: Heritage Trail', 'Monticello: Wine Trail']",Reserve Tasting Fee: 15.00,"['Features', 'Food Available', 'Light Fare', 'Food Available', 'Restaurant', 'Pet Friendly', 'Private Parties', 'Reservation Required', 'Tasting Room', 'Weddings']","[('Jefferson Heritage Trail', 'https://jeffersonheritagetrail.com'), ('Monticello Wine Trail', 'https://www.monticellowinetrail.com\n')]","['California', 'District of Columbia', 'Florida', 'Maryland', 'North Carolina', 'Virginia']"
168,Plum Creek Winery,https://www.virginiawine.org/wineries/plum-creek-winery,http://tinyurl.com/nzjdp46,,"5418 Thompson Valley Road, Tazwell, VA 24651",Heart Of Appalachia,"First and only winery in Tazewell County! Available souvenirs are ball caps and wine glasses.  Wine sold by the glass, by the bottle or the case.  They can be mixed or matched.  Flavors available are plum, peach, pineapple, strawberry, blueberry, muscadine, concord grape and apple.","(37.0459608, -81.5852951)",,,"['Features', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']",,
